1934.5,  8.7,1
1935.5, 36.1,1
1936.5, 79.7,1
1937.5,114.4,1
1938.5,109.6,1
1939.5, 88.8,1
1940.5, 67.8,1
1941.5, 47.5,1
1942.5, 30.4,1
1943.5, 16.3,1
1944.5,  9.7,1
1945.5, 33.2,1
1946.5, 92.6,1
1947.5,151.6,1
1948.5,136.3,1
1949.5,134.7,1
1950.5, 83.9,1
1951.5, 69.4,1
1952.5, 31.5,1
1953.5, 13.9,1
1954.5,  4.4,1
1955.5, 38.0,1
1956.5,141.7,1
1957.5,190.2,1
1958.5,184.8,1
1959.5,159.0,1
1960.5,112.3,1
1961.5, 53.9,1
1962.5, 37.5,1
1963.5, 27.9,1
1964.5, 10.2,1
1965.5, 15.1,1
1966.5, 47.0,1
1967.5, 93.8,1
1968.5,105.9,1
1969.5,105.5,1
1970.5,104.5,1
1971.5, 66.6,1
1972.5, 68.9,1
1973.5, 38.0,1
1974.5, 34.5,1
1975.5, 15.5,1
1976.5, 12.6,1
1977.5, 27.5,1
1978.5, 92.5,1
1979.5,155.4,1
1980.5,154.6,1
1981.5,140.5,1
1982.5,115.9,1
1983.5, 66.8,1
1984.5, 45.7,1
1985.5, 18.0,1
1986.5, 13.4,1
1987.5, 29.4,1
1988.5,100.2,1
1989.5,157.6,1
1990.5,142.6,1
1991.5,145.7,1
1992.5, 94.3,1
1993.5, 54.6,1
1994.5, 29.9,1
1995.5, 17.5,1
1996.5,  8.6,1
1997.5, 21.5,1
1998.5, 64.3,1
1999.5, 93.3,1
2000.5,119.6,1
2001.5,111.0,1
2002.5,104.0,1
2003.5, 63.7,1
2004.5, 40.4,1
2005.5, 29.8,1
2006.5, 15.2,1
2007.5,  7.5,1
2008.5,  2.9,1
2009.5,  3.1,1
2010.5, 16.5,1
2011.5, 55.7,1
2012.5, 57.7,1
2013.5, 64.9,1
2014.5, 79.0,0
